neighborhood_id,name,district,speed_peak,speed_offpeak,speed_blended
843,ÜÇEVLER,ESENYURT,42.12,58.98,49.49
844,İCADİYE,ÜSKÜDAR,22.01,37.59,28.33
845,İDEALTEPE,MALTEPE,26.32,44.89,34.47
846,İHSANİYE,EYÜPSULTAN,66.2,69.95,66.57
847,İHSANİYE,ÇATALCA,53.14,60.21,56.45
848,İMRAHOR,ARNAVUTKÖY,38.98,40.81,39.85
849,İMRENDERE,ŞİLE,72.09,75.07,73.01
850,İMRENLİ,ŞİLE,53.14,60.21,56.45
851,İNCEĞİZ,ÇATALCA,100.68,91.53,96.26
852,İNCİRKÖY,BEYKOZ,62.43,71.65,64.58
853,İNCİRTEPE,ESENYURT,31.06,49.51,38.82
854,İNKILAP,ÜMRANİYE,25.55,39.01,31.7
855,İNÖNÜ,ATAŞEHİR,26.97,32.82,29.33
856,İNÖNÜ,BAĞCILAR,15.25,23.31,18.62
857,İNÖNÜ,ESENYURT,39.66,58.38,48.09
858,İNÖNÜ,KÜÇÜKÇEKMECE,22.15,28.16,24.46
859,İNÖNÜ,SANCAKTEPE,23.67,42.0,31.85
860,İSAKÖY,ŞİLE,53.14,60.21,56.45
861,İSHAKLI,BEYKOZ,97.19,85.78,92.32
862,İSKENDERPAŞA,FATİH,21.01,35.13,26.95
863,İSLAMBEY,ARNAVUTKÖY,26.14,30.84,28.53
864,İSLAMBEY,EYÜPSULTAN,23.55,35.61,28.47
865,İSMET PAŞA,BAYRAMPAŞA,30.46,49.38,38.65
866,İSMETPAŞA,SULTANGAZİ,29.5,38.35,33.51
867,İSTASYON,KÜÇÜKÇEKMECE,31.02,40.85,36.17
868,İSTASYON,TUZLA,46.78,55.03,51.14
869,İSTİKLAL,BEYOĞLU,25.88,40.29,32.57
870,İSTİKLAL,ESENYURT,44.33,56.42,50.55
871,İSTİKLAL,ÜMRANİYE,20.27,27.64,23.21
872,İSTİNYE,SARIYER,25.81,34.81,30.1
873,İZZET PAŞA,ŞİŞLİ,19.1,36.67,27.43
874,İZZETTİN,ÇATALCA,100.59,90.68,96.33
875,İÇERENKÖY,ATAŞEHİR,22.85,36.04,28.67
876,İÇMELER,TUZLA,53.6,70.75,63.42
877,ŞAHİNTEPE,BAŞAKŞEHİR,28.46,42.51,34.67
878,ŞAMLAR,BAŞAKŞEHİR,36.72,38.08,37.67
879,ŞEHREMİNİ,FATİH,26.61,39.53,33.26
880,ŞEHSUVAR BEY,FATİH,27.81,31.48,30.46
881,ŞEHİTLER,ESENYURT,25.21,46.2,34.17
882,ŞEMSİPAŞA,GAZİOSMANPAŞA,15.66,24.93,19.08
883,ŞENLİKKÖY,BAKIRKÖY,27.43,42.51,34.74
884,ŞERİFALİ,ÜMRANİYE,28.77,48.84,37.45
885,ŞEYHLİ,PENDİK,34.43,48.02,39.54
886,ŞUAYİPLİ,ŞİLE,53.14,60.21,56.45
887,ŞİFA,TUZLA,71.04,82.17,77.5
888,ŞİRİNEVLER,BAHÇELİEVLER,20.98,35.68,27.38
889,ŞİRİNTEPE,KAĞITHANE,24.57,30.99,27.52
